Rk_x,player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_y,Player,Tm,2024-2025,2025-2026,2026-2027,2027-2028,2028-2029,2029-2030,Guaranteed
414,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,304,Josh Richardson,UTA,"$3,051,153",,,,,,"$3,051,153"
415,Elfrid Payton,30,2TM,PG,18,5,20.4,1.9,5.3,.365,0.0,0.1,.000,1.9,5.3,.368,.365,0.1,0.2,.333,0.5,2.6,3.1,5.7,1.1,0.5,2.4,1.5,3.9,476,Elfrid Payton,NOP,"$514,753",,,,,,"$274,809"
415,Elfrid Payton,30,2TM,PG,18,5,20.4,1.9,5.3,.365,0.0,0.1,.000,1.9,5.3,.368,.365,0.1,0.2,.333,0.5,2.6,3.1,5.7,1.1,0.5,2.4,1.5,3.9,485,Elfrid Payton,CHO,"$514,753",,,,,,"$239,944"
415,Elfrid Payton,30,2TM,PG,18,5,20.4,1.9,5.3,.365,0.0,0.1,.000,1.9,5.3,.368,.365,0.1,0.2,.333,0.5,2.6,3.1,5.7,1.1,0.5,2.4,1.5,3.9,486,Elfrid Payton,CHO,"$514,753",,,,,,"$239,944"
415,Elfrid Payton,30,NOP,PG,12,3,20.3,2.7,6.3,.427,0.0,0.1,.000,2.7,6.2,.432,.427,0.1,0.3,.333,0.7,2.8,3.5,6.9,1.1,0.5,3.0,1.3,5.4,476,Elfrid Payton,NOP,"$514,753",,,,,,"$274,809"
415,Elfrid Payton,30,NOP,PG,12,3,20.3,2.7,6.3,.427,0.0,0.1,.000,2.7,6.2,.432,.427,0.1,0.3,.333,0.7,2.8,3.5,6.9,1.1,0.5,3.0,1.3,5.4,485,Elfrid Payton,CHO,"$514,753",,,,,,"$239,944"
415,Elfrid Payton,30,NOP,PG,12,3,20.3,2.7,6.3,.427,0.0,0.1,.000,2.7,6.2,.432,.427,0.1,0.3,.333,0.7,2.8,3.5,6.9,1.1,0.5,3.0,1.3,5.4,486,Elfrid Payton,CHO,"$514,753",,,,,,"$239,944"
415,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,476,Elfrid Payton,NOP,"$514,753",,,,,,"$274,809"
415,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,485,Elfrid Payton,CHO,"$514,753",,,,,,"$239,944"
415,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,486,Elfrid Payton,CHO,"$514,753",,,,,,"$239,944"
417,Kyle Lowry,38,PHI,PG,34,12,18.8,1.1,3.3,.348,0.8,2.5,.333,0.3,0.8,.393,.473,0.8,1.0,.818,0.3,1.6,1.9,2.8,1.0,0.3,0.6,1.8,3.9,382,Kyle Lowry,PHI,"$2,087,519",,,,,,"$2,087,519"
420,Patty Mills,36,2TM,PG,27,0,11.3,1.2,3.3,.367,0.9,2.6,.338,0.3,0.7,.474,.500,0.5,0.5,.929,0.1,0.7,0.8,0.9,0.5,0.1,0.6,0.8,3.8,391,Patty Mills,LAC,"$2,087,519",,,,,,"$2,087,519"
420,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,.342,1.0,3.4,.298,0.5,1.1,.474,.454,0.3,0.3,1.000,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,391,Patty Mills,LAC,"$2,087,519",,,,,,"$2,087,519"
420,Patty Mills,36,LAC,PG,10,0,4.5,0.7,1.4,.500,0.7,1.4,.500,0.0,0.0,,.750,0.8,0.9,.889,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.9,2.9,391,Patty Mills,LAC,"$2,087,519",,,,,,"$2,087,519"
421,Steven Adams,31,HOU,C,55,2,13.4,1.5,2.8,.545,0.0,0.0,.000,1.5,2.8,.553,.545,0.8,1.7,.462,2.8,2.6,5.5,1.2,0.4,0.5,1.0,1.0,3.8,132,Steven Adams,HOU,"$12,600,000",,,,,,"$12,600,000"
426,DeAndre Jordan,36,DEN,C,52,5,12.6,1.7,2.5,.656,0.0,0.0,,1.7,2.5,.656,.656,0.5,1.1,.431,1.5,3.7,5.1,1.0,0.3,0.4,0.8,1.4,3.8,394,DeAndre Jordan,DEN,"$2,087,519",,,,,,"$2,087,519"
428,Trentyn Flowers,19,LAC,SF,3,0,6.0,1.3,3.0,.444,0.0,0.7,.000,1.3,2.3,.571,.444,1.0,1.0,1.000,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.0,3.7,,,,,,,,,,
429,Cam Spencer,24,MEM,SG,21,0,9.6,1.1,2.8,.414,0.6,1.7,.361,0.5,1.0,.500,.526,0.8,0.8,1.000,0.4,0.9,1.3,1.2,0.3,0.0,0.2,0.9,3.7,,,,,,,,,,
430,JT Thor,22,2TM,PF,16,0,10.8,1.3,2.8,.467,0.3,1.1,.294,1.0,1.8,.571,.522,0.7,1.0,.688,0.9,1.2,2.1,0.4,0.4,0.4,0.5,0.9,3.6,,,,,,,,,,
430,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,,,,,,,,,
430,JT Thor,22,WAS,PF,7,0,18.7,1.7,4.3,.400,0.3,1.6,.182,1.4,2.7,.526,.433,0.6,1.1,.500,1.7,2.3,4.0,0.7,0.7,0.4,0.3,1.3,4.3,,,,,,,,,,
432,Isaac Jones,24,SAC,PF,35,0,7.8,1.5,2.1,.680,0.1,0.2,.333,1.4,2.0,.710,.693,0.7,1.0,.639,0.5,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.6,,,,,,,,,,
434,Tony Bradley,27,IND,C,10,0,5.7,1.7,2.1,.810,0.1,0.3,.333,1.6,1.8,.889,.833,0.0,0.2,.000,0.7,1.2,1.9,0.3,0.1,0.4,0.4,0.6,3.5,,,,,,,,,,
436,Damion Lee,32,PHO,SG,20,0,6.1,1.1,3.1,.344,0.4,1.5,.233,0.7,1.6,.452,.402,1.0,1.1,.952,0.1,0.7,0.8,0.5,0.3,0.0,0.4,0.3,3.5,380,Damion Lee,PHO,"$2,087,519",,,,,,"$2,087,519"
438,Jae'Sean Tate,29,HOU,SF,49,2,11.3,1.3,2.8,.460,0.2,0.8,.308,1.1,2.0,.520,.504,0.7,1.0,.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.5,204,Jae'Sean Tate,HOU,"$7,565,217",,,,,,"$7,565,217"
440,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,449,Bruno Fernando,TOR,"$1,115,128",,,,,,"$1,115,128"
442,Kevin Knox,25,GSW,SF,10,0,6.9,1.4,2.8,.500,0.3,1.1,.273,1.1,1.7,.647,.554,0.3,0.4,.750,0.6,0.8,1.4,0.4,0.2,0.4,0.1,0.5,3.4,,,,,,,,,,
443,Doug McDermott,33,SAC,SF,38,3,8.0,1.2,2.7,.431,1.0,2.3,.432,0.2,0.4,.429,.618,0.1,0.1,.600,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.7,3.4,375,Doug McDermott,SAC,"$2,087,519",,,,,,"$2,087,519"
444,Jamal Cain,25,NOP,SF,31,0,11.2,1.2,2.9,.400,0.5,1.6,.286,0.7,1.3,.537,.478,0.5,0.8,.654,0.6,1.2,1.8,0.5,0.5,0.3,0.5,1.0,3.3,,,,,,,,,,
446,Lamar Stevens,27,MEM,PF,12,0,9.1,1.2,2.9,.400,0.4,1.3,.313,0.8,1.6,.474,.471,0.6,0.8,.778,0.3,2.2,2.4,0.4,0.3,0.3,0.6,0.9,3.3,,,,,,,,,,
448,Markieff Morris,35,2TM,PF,14,1,9.4,1.1,4.3,.267,0.6,2.4,.242,0.6,1.9,.296,.333,0.4,0.4,.833,0.2,1.1,1.4,1.1,0.1,0.1,0.2,0.9,3.2,390,Markieff Morris,LAL,"$2,087,519",,,,,,"$2,087,519"
448,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,390,Markieff Morris,LAL,"$2,087,519",,,,,,"$2,087,519"
448,Markieff Morris,35,LAL,PF,7,1,13.0,1.6,5.4,.289,0.9,2.9,.300,0.7,2.6,.278,.368,0.7,0.9,.833,0.4,1.1,1.6,1.6,0.0,0.1,0.1,1.4,4.7,390,Markieff Morris,LAL,"$2,087,519",,,,,,"$2,087,519"
449,Elijah Harkless,24,UTA,SG,10,0,13.8,1.1,3.5,.314,0.7,2.5,.280,0.4,1.0,.400,.414,0.3,0.6,.500,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,,,,,,,,,
450,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,.404,0.4,1.4,.277,0.8,1.4,.532,.473,0.5,0.8,.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,338,Cam Reddish,LAL,"$2,463,946",,,,,,"$2,463,946"
451,Jackson Rowe,28,GSW,PF,5,0,8.6,1.2,3.0,.400,0.4,1.8,.222,0.8,1.2,.667,.467,0.4,0.8,.500,0.0,1.6,1.6,0.6,0.6,0.0,0.2,0.8,3.2,,,,,,,,,,
452,Branden Carlson,25,OKC,C,27,0,6.6,1.0,2.4,.431,0.7,1.9,.380,0.3,0.6,.600,.577,0.3,0.5,.692,0.4,1.1,1.5,0.4,0.2,0.6,0.1,0.7,3.1,473,Branden Carlson,OKC,"$496,519",,,,,,"$496,519"
452,Branden Carlson,25,OKC,C,27,0,6.6,1.0,2.4,.431,0.7,1.9,.380,0.3,0.6,.600,.577,0.3,0.5,.692,0.4,1.1,1.5,0.4,0.2,0.6,0.1,0.7,3.1,494,Branden Carlson,OKC,"$496,519",,,,,,"$496,519"
452,Branden Carlson,25,OKC,C,27,0,6.6,1.0,2.4,.431,0.7,1.9,.380,0.3,0.6,.600,.577,0.3,0.5,.692,0.4,1.1,1.5,0.4,0.2,0.6,0.1,0.7,3.1,495,Branden Carlson,OKC,"$496,519",,,,,,"$496,519"
453,Delon Wright,32,2TM,PG,37,6,15.5,1.1,3.2,.333,0.5,1.8,.277,0.6,1.4,.404,.410,0.4,0.6,.583,0.7,1.0,1.7,1.9,0.8,0.3,0.6,0.6,3.0,385,Delon Wright,NYK,"$2,087,519",,,,,,"$2,087,519"
453,Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,.268,0.5,1.9,.245,0.4,1.3,.303,.341,0.3,0.6,.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,385,Delon Wright,NYK,"$2,087,519",,,,,,"$2,087,519"
453,Delon Wright,32,NYK,PG,11,4,15.2,1.5,3.2,.486,0.5,1.5,.375,1.0,1.7,.579,.571,0.5,0.7,.625,0.9,0.6,1.5,2.0,0.7,0.3,0.6,0.5,4.1,385,Delon Wright,NYK,"$2,087,519",,,,,,"$2,087,519"
454,Kylor Kelley,27,DAL,C,8,1,8.4,1.3,1.6,.769,0.0,0.0,,1.3,1.6,.769,.769,0.5,0.8,.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,,,,,,,,,,
456,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,,,,,,,,,
459,Nae'Qwan Tomlin,24,CLE,PF,4,0,4.3,1.3,2.8,.455,0.0,0.5,.000,1.3,2.3,.556,.455,0.5,0.8,.667,0.8,1.5,2.3,0.0,0.0,0.0,0.3,0.8,3.0,,,,,,,,,,
460,Markelle Fultz,26,SAC,PG,19,0,8.5,1.3,3.2,.410,0.2,0.4,.500,1.1,2.8,.396,.443,0.1,0.1,1.000,0.3,0.6,0.9,1.1,0.5,0.1,0.7,0.6,2.9,461,Markelle Fultz,SAC,"$731,831",,,,,,"$731,831"
461,Taj Gibson,39,CHO,C,31,11,11.0,1.3,2.5,.500,0.0,0.1,.500,1.2,2.5,.500,.506,0.4,0.5,.688,1.4,1.9,3.3,0.5,0.3,0.5,0.7,1.5,2.9,399,Taj Gibson,CHO,"$2,087,519",,,,,,"$2,087,519"
463,Jeenathan Williams,25,HOU,SG,15,0,6.0,1.1,2.7,.425,0.3,1.1,.235,0.9,1.5,.565,.475,0.3,0.4,.667,0.1,0.4,0.5,0.3,0.3,0.3,0.6,0.7,2.8,,,,,,,,,,
464,Lester Quiñones,24,2TM,SG,7,0,6.1,1.1,2.1,.533,0.3,1.0,.286,0.9,1.1,.750,.600,0.1,0.1,1.000,0.4,0.3,0.7,0.3,0.1,0.1,0.7,0.3,2.7,,,,,,,,,,
464,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,,,,,,,,,
464,Lester Quiñones,24,NOP,SG,3,0,8.7,1.3,2.3,.571,0.7,1.3,.500,0.7,1.0,.667,.714,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.7,3.3,,,,,,,,,,
465,Trey Jemison,25,2TM,C,33,0,10.7,1.2,2.1,.543,0.0,0.0,,1.2,2.1,.543,.543,0.4,0.9,.387,1.2,1.6,2.8,0.4,0.2,0.4,0.5,1.9,2.7,,,,,,,,,,
465,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,,,,,,,,,
465,Trey Jemison,25,LAL,C,17,0,11.1,1.4,2.2,.605,0.0,0.0,,1.4,2.2,.605,.605,0.2,0.6,.400,0.9,1.9,2.8,0.2,0.1,0.5,0.5,2.2,2.9,,,,,,,,,,
469,Jae Crowder,34,SAC,PF,8,2,12.3,0.8,2.4,.316,0.4,1.8,.214,0.4,0.6,.600,.395,0.6,0.8,.833,0.8,1.5,2.3,0.6,0.4,0.0,0.5,1.3,2.5,435,Jae Crowder,SAC,"$1,655,619",,,,,,"$1,655,619"
471,Christian Koloko,24,LAL,C,34,0,9.4,1.1,1.8,.613,0.0,0.1,.000,1.1,1.7,.644,.613,0.2,0.3,.800,0.9,1.5,2.4,0.5,0.2,0.3,0.4,1.2,2.5,,,,,,,,,,
472,Pat Spencer,28,GSW,PG,35,0,6.6,1.1,2.7,.394,0.1,0.5,.158,1.0,2.1,.453,.410,0.3,0.4,.733,0.4,0.8,1.3,1.2,0.3,0.1,0.4,0.6,2.5,,,,,,,,,,
473,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,.410,0.2,0.9,.241,0.7,1.4,.510,.455,0.3,0.4,.600,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,236,Johnny Davis,MEM,"$5,291,160",,,,,,"$5,291,160"
475,TyTy Washington Jr.,23,PHO,PG,13,0,7.9,0.9,3.0,.308,0.3,1.5,.200,0.6,1.5,.421,.359,0.2,0.3,.750,0.3,0.6,0.9,1.2,0.2,0.0,0.2,0.3,2.4,,,,,,,,,,
476,Jaden Springer,22,2TM,SG,38,0,6.9,0.7,1.7,.406,0.3,0.9,.294,0.4,0.8,.533,.484,0.6,0.9,.686,0.3,0.8,1.1,0.7,0.5,0.1,0.3,0.8,2.3,273,Jaden Springer,HOU,"$4,018,363",,,,,,"$4,018,363"
476,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,273,Jaden Springer,HOU,"$4,018,363",,,,,,"$4,018,363"
476,Jaden Springer,22,UTA,PG,12,0,10.1,1.2,2.5,.467,0.3,1.3,.267,0.8,1.3,.667,.533,0.8,1.2,.643,0.5,0.9,1.4,1.3,0.6,0.3,0.6,1.1,3.4,273,Jaden Springer,HOU,"$4,018,363",,,,,,"$4,018,363"
479,Mason Jones,26,SAC,SG,10,0,4.5,0.9,1.8,.500,0.1,0.8,.125,0.8,1.0,.800,.528,0.4,0.5,.800,0.2,0.7,0.9,1.1,0.0,0.1,0.1,0.3,2.3,,,,,,,,,,
480,MarJon Beauchamp,24,3TM,SF,34,0,4.4,0.8,1.9,.406,0.3,0.9,.345,0.5,1.0,.457,.484,0.4,0.5,.722,0.3,0.9,1.2,0.3,0.1,0.0,0.4,0.4,2.2,319,MarJon Beauchamp,LAC,"$2,733,720",,,,,,"$2,733,720"
480,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.3,0.5,.750,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,319,MarJon Beauchamp,LAC,"$2,733,720",,,,,,"$2,733,720"
480,MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,.571,0.7,1.0,.667,0.7,1.3,.500,.714,0.7,1.3,.500,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,4.0,319,MarJon Beauchamp,LAC,"$2,733,720",,,,,,"$2,733,720"
480,MarJon Beauchamp,24,NYK,SF,5,0,2.4,0.8,2.0,.400,0.2,1.0,.200,0.6,1.0,.600,.450,0.4,0.4,1.000,0.4,0.6,1.0,0.0,0.2,0.0,0.2,0.4,2.2,319,MarJon Beauchamp,LAC,"$2,733,720",,,,,,"$2,733,720"
483,Jordan McLaughlin,28,2TM,PG,41,0,6.6,0.6,1.4,.441,0.4,0.9,.459,0.2,0.5,.409,.585,0.4,0.5,.762,0.1,0.5,0.6,1.0,0.3,0.0,0.3,0.4,2.1,373,Jordan McLaughlin,SAS,"$2,087,519",,,,,,"$2,087,519"
483,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,373,Jordan McLaughlin,SAS,"$2,087,519",,,,,,"$2,087,519"
483,Jordan McLaughlin,28,SAS,PG,13,0,6.2,0.8,1.2,.667,0.5,0.8,.636,0.2,0.3,.750,.900,0.4,0.4,1.000,0.0,0.3,0.3,1.4,0.2,0.0,0.2,0.2,2.5,373,Jordan McLaughlin,SAS,"$2,087,519",,,,,,"$2,087,519"
484,Reece Beekman,23,2TM,PG,31,0,11.0,0.8,2.5,.308,0.2,1.0,.188,0.6,1.5,.391,.346,0.4,0.5,.706,0.3,0.6,0.8,1.3,0.6,0.1,0.5,0.8,2.1,,,,,,,,,,
484,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,,,,,,,,,
484,Reece Beekman,23,BRK,PG,29,0,11.6,0.8,2.7,.299,0.2,1.1,.188,0.6,1.6,.378,.338,0.4,0.6,.706,0.2,0.6,0.9,1.3,0.7,0.1,0.6,0.8,2.2,,,,,,,,,,
485,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,227,Chris Duarte,CHI,"$5,893,768",,,,,,"$5,893,768"
486,Drew Peterson,25,BOS,PF,21,1,7.5,0.7,1.5,.452,0.5,1.2,.400,0.2,0.3,.667,.613,0.3,0.3,.857,0.2,1.2,1.4,0.6,0.2,0.1,0.3,0.7,2.1,,,,,,,,,,
487,Patrick Baldwin Jr.,22,2TM,SF,23,0,4.5,0.7,1.4,.515,0.5,0.9,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.0,339,Patrick Baldwin Jr.,SAS,"$2,448,840",,,,,,"$2,448,840"
487,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,339,Patrick Baldwin Jr.,SAS,"$2,448,840",,,,,,"$2,448,840"
487,Patrick Baldwin Jr.,22,LAC,SF,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,339,Patrick Baldwin Jr.,SAS,"$2,448,840",,,,,,"$2,448,840"
488,Vlatko Čančar,27,DEN,PF,12,0,11.0,0.8,2.2,.385,0.3,1.3,.267,0.5,0.9,.545,.462,0.0,0.0,,0.5,2.2,2.7,0.8,0.3,0.2,0.8,0.8,2.0,395,Vlatko Čančar,DEN,"$2,087,519",,,,,,"$2,087,519"
489,Jack McVeigh,28,HOU,PF,7,0,4.0,0.7,1.9,.385,0.6,1.4,.400,0.1,0.4,.333,.538,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.1,0.1,0.1,2.0,,,,,,,,,,
490,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,,,,,,,,,
491,Phillip Wheeler,22,PHI,PF,4,0,10.8,0.8,5.0,.150,0.0,2.3,.000,0.8,2.8,.273,.150,0.5,0.5,1.000,0.5,1.3,1.8,0.5,0.3,0.5,0.3,0.3,2.0,,,,,,,,,,
497,Jericho Sims,26,2TM,C,53,5,11.9,0.8,1.3,.634,0.0,0.0,,0.8,1.3,.634,.634,0.2,0.2,.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,364,Jericho Sims,MIL,"$2,092,344",,,,,,"$2,092,344"
497,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,364,Jericho Sims,MIL,"$2,092,344",,,,,,"$2,092,344"
497,Jericho Sims,26,MIL,C,14,0,15.0,1.2,1.8,.680,0.0,0.0,,1.2,1.8,.680,.680,0.0,0.0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,364,Jericho Sims,MIL,"$2,092,344",,,,,,"$2,092,344"
498,Pete Nance,24,2TM,PF,10,0,8.0,0.6,1.8,.333,0.4,1.4,.286,0.2,0.4,.500,.444,0.1,0.2,.500,0.2,0.8,1.0,0.3,0.1,0.0,0.0,1.1,1.7,,,,,,,,,,
498,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,,,,,,,,,
498,Pete Nance,24,MIL,PF,3,0,4.0,0.3,1.0,.333,0.0,0.7,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,,,,,,,,,,
499,JD Davison,22,BOS,PG,13,0,4.3,0.5,1.2,.438,0.2,0.8,.300,0.3,0.5,.667,.531,0.4,0.5,.714,0.1,0.5,0.6,0.5,0.2,0.1,0.7,0.1,1.7,,,,,,,,,,
500,Enrique Freeman,24,IND,PF,20,1,7.0,0.6,1.3,.480,0.1,0.3,.167,0.6,1.0,.579,.500,0.5,0.8,.600,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,,,,,,,,,,
501,PJ Hall,22,DEN,C,19,0,3.5,0.7,1.3,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.2,0.2,.750,0.3,0.8,1.2,0.2,0.0,0.2,0.1,0.6,1.7,,,,,,,,,,
502,Alex Len,31,2TM,C,45,6,8.2,0.7,1.3,.508,0.0,0.2,.250,0.6,1.1,.549,.525,0.2,0.4,.471,0.8,1.2,2.1,0.8,0.2,0.4,0.4,1.1,1.6,369,Alex Len,WAS,"$2,831,348",,,,,,"$2,087,519"
502,Alex Len,31,2TM,C,45,6,8.2,0.7,1.3,.508,0.0,0.2,.250,0.6,1.1,.549,.525,0.2,0.4,.471,0.8,1.2,2.1,0.8,0.2,0.4,0.4,1.1,1.6,460,Alex Len,LAL,"$2,831,348",,,,,,"$743,829"
502,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,369,Alex Len,WAS,"$2,831,348",,,,,,"$2,087,519"
502,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,460,Alex Len,LAL,"$2,831,348",,,,,,"$743,829"
502,Alex Len,31,LAL,C,9,3,12.1,0.9,2.0,.444,0.1,0.2,.500,0.8,1.8,.438,.472,0.1,0.4,.250,1.4,1.8,3.2,0.8,0.1,0.2,0.7,1.7,2.0,369,Alex Len,WAS,"$2,831,348",,,,,,"$2,087,519"
502,Alex Len,31,LAL,C,9,3,12.1,0.9,2.0,.444,0.1,0.2,.500,0.8,1.8,.438,.472,0.1,0.4,.250,1.4,1.8,3.2,0.8,0.1,0.2,0.7,1.7,2.0,460,Alex Len,LAL,"$2,831,348",,,,,,"$743,829"
504,Tristan Thompson,33,CLE,C,38,0,7.0,0.7,1.6,.458,0.0,0.1,.000,0.7,1.5,.482,.458,0.1,0.6,.227,0.7,2.0,2.7,0.6,0.0,0.2,0.3,0.8,1.6,397,Tristan Thompson,CLE,"$2,087,519",,,,,,"$2,087,519"
505,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,,,,,,,,,
507,Alex Ducas,24,OKC,SG,19,0,5.1,0.5,1.3,.400,0.5,0.9,.500,0.1,0.4,.143,.580,0.0,0.0,,0.3,0.7,1.0,0.2,0.3,0.0,0.2,0.4,1.5,,,,,,,,,,
509,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,,,,,,,,,
510,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,,,,,,,,,
